rank,player_name_raw,player_name_key,recommendation_season,league,team,source,source_id,model_setup,score,reason_summary,games,minutes,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,points_per_36,usage_proxy,ts_pct,efg_pct,fg_pct,three_pct,ft_pct,field_goal_attempts,three_point_attempts,free_throw_attempts,data_completeness_score,has_prior_cba_experience_before_t,prior_cba_seasons_before_t,prior_cba_last_seen_gap,has_previous_season_record,points_per_36_trend,usage_proxy_trend,ts_pct_trend,minutes_per_game_trend,height,weight,age,birth_year,birth_date,biodata_source,biodata_notes,position,country,last_affiliation,age_at_recommendation_season,official_player_url,official_stats_url,official_search_url,nba_stats_url,euroleague_profile_or_search_url,league_official_search_url,video_search_query,youtube_search_url,google_video_search_url,youtube_highlight_search_url,cba_video_search_query,is_current_recommendation_season,export_scope,input_dataset_used,season,source_id_playerseason,league_playerseason,nba_player_id,birthdate,school,season_exp,rosterstatus,biodata_match_confidence,biodata_match_method,cache_status,cached_at
22,Rob Dillingham,robdillingham,2024-2025,G League,IWA,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3765674971420283,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,28.0,,,,,,,25.071428571428573,1.1085714285714283,0.3889999999999999,,,,,,,,1.0,0,0,,0,,,,,6-2,175.0,,,,nba_api,,Guard,USA,Kentucky/USA,19,https://www.nba.com/stats/player/1642265,https://www.nba.com/stats/player/1642265,https://www.google.com/search?q=%22Rob+Dillingham%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1642265,,https://www.google.com/search?q=%22Rob+Dillingham%22+%22G+League%22+official+basketball+stats,Rob Dillingham G League basketball highlights,https://www.youtube.com/results?search_query=Rob+Dillingham+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Rob+Dillingham+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Rob+Dillingham+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1642265.0,2005-01-04T00:00:00,Kentucky,1.0,Active,high,exact_player_name_key_unique,commonplayerinfo_success,2026-06-03T12:34:06.021190+00:00
23,Teddy Allen,teddyallen,2024-2025,G League,RGV,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3744358582561518,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,18.8,,,,,,,27.574468085106385,0.7065957446808512,0.612,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Teddy+Allen%22+basketball,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Teddy+Allen%22+basketball,Teddy Allen G League basketball highlights,https://www.youtube.com/results?search_query=Teddy+Allen+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Teddy+Allen+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Teddy+Allen+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,,,,,,none,nba_static_players_name_key,no_confident_unique_match,2026-06-03T12:34:06.973210+00:00
24,Jared Butler,jaredbutler,2024-2025,G League,CCG,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.373516720616059,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,30.3,,,,,,,26.73267326732673,0.5656765676567657,0.719,,,,,,,,1.0,0,0,,1,6.03542556090472,-0.0059442274502679,0.135,-2.400000000000002,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630215,https://www.nba.com/stats/player/1630215,https://www.google.com/search?q=%22Jared+Butler%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630215,,https://www.google.com/search?q=%22Jared+Butler%22+%22G+League%22+official+basketball+stats,Jared Butler G League basketball highlights,https://www.youtube.com/results?search_query=Jared+Butler+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jared+Butler+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Jared+Butler+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2021-2022,gleague_nba_api,G League,1630215.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:06.975365+00:00
25,Jahmi'us Ramsey,jahmiusramsey,2024-2025,G League,OKL,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.371545556497186,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,28.4,,,,,,,25.6056338028169,0.6509859154929577,0.625,,,,,,,,1.0,0,0,,1,-0.1924117997889638,0.033005459466899,-0.047,-2.3000000000000007,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630186,https://www.nba.com/stats/player/1630186,https://www.google.com/search?q=%22Jahmi%27us+Ramsey%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630186,,https://www.google.com/search?q=%22Jahmi%27us+Ramsey%22+%22G+League%22+official+basketball+stats,Jahmi'us Ramsey G League basketball highlights,https://www.youtube.com/results?search_query=Jahmi%27us+Ramsey+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jahmi%27us+Ramsey+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Jahmi%27us+Ramsey+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2020-2021,gleague_nba_api,G League,1630186.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:06.977367+00:00
26,Trey Alexander,treyalexander,2024-2025,G League,GRG,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3701567464241748,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,36.8,,,,,,,25.53260869565218,0.6661956521739132,0.612,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1641725,https://www.nba.com/stats/player/1641725,https://www.google.com/search?q=%22Trey+Alexander%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1641725,,https://www.google.com/search?q=%22Trey+Alexander%22+%22G+League%22+official+basketball+stats,Trey Alexander G League basketball highlights,https://www.youtube.com/results?search_query=Trey+Alexander+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Trey+Alexander+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Trey+Alexander+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1641725.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:06.977367+00:00
27,Malaki Branham,malakibranham,2024-2025,G League,AUS,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3696656316811842,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,29.5,,,,,,,26.23728813559321,0.6494915254237288,0.645,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1631103,https://www.nba.com/stats/player/1631103,https://www.google.com/search?q=%22Malaki+Branham%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1631103,,https://www.google.com/search?q=%22Malaki+Branham%22+%22G+League%22+official+basketball+stats,Malaki Branham G League basketball highlights,https://www.youtube.com/results?search_query=Malaki+Branham+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Malaki+Branham+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Malaki+Branham+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1631103.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:06.982605+00:00
28,Karlo Matković,karlomatkovic,2024-2025,G League,BHM,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3689622723425972,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,28.9,,,,,,,27.40484429065744,0.584083044982699,0.6929999999999998,,,,,,,,1.0,0,0,,1,7.624405882657779,0.1379874638466613,-0.0014728311222218,-2.1887474015872,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1631255,https://www.nba.com/stats/player/1631255,https://www.google.com/search?q=%22Karlo+Matkovi%C4%87%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1631255,,https://www.google.com/search?q=%22Karlo+Matkovi%C4%87%22+%22G+League%22+official+basketball+stats,Karlo Matković G League basketball highlights,https://www.youtube.com/results?search_query=Karlo+Matkovi%C4%87+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Karlo+Matkovi%C4%87+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Karlo+Matkovi%C4%87+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2019 - 2020,kaggle_49leagues,Serbian-KLS,1631255.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:06.984609+00:00
29,Jeff Dowtin Jr.,jeffdowtin,2024-2025,G League,DEL,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3672812998950867,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,33.7,,,,,,,26.492581602373885,0.6455786350148367,0.606,,,,,,,,1.0,0,0,,1,5.270359380151664,0.1397761658790343,-0.033,1.3000000000000045,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630288,https://www.nba.com/stats/player/1630288,https://www.google.com/search?q=%22Jeff+Dowtin+Jr.%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630288,,https://www.google.com/search?q=%22Jeff+Dowtin+Jr.%22+%22G+League%22+official+basketball+stats,Jeff Dowtin Jr. G League basketball highlights,https://www.youtube.com/results?search_query=Jeff+Dowtin+Jr.+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jeff+Dowtin+Jr.+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Jeff+Dowtin+Jr.+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2020-2021,gleague_nba_api,G League,1630288.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:06.984609+00:00
30,Tristan Vukcevic,tristanvukcevic,2024-2025,G League,CCG,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3475125682781863,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,22.1,,,,,,,25.900452488687787,0.6789140271493213,0.637,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1641774,https://www.nba.com/stats/player/1641774,https://www.google.com/search?q=%22Tristan+Vukcevic%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1641774,,https://www.google.com/search?q=%22Tristan+Vukcevic%22+%22G+League%22+official+basketball+stats,Tristan Vukcevic G League basketball highlights,https://www.youtube.com/results?search_query=Tristan+Vukcevic+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Tristan+Vukcevic+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Tristan+Vukcevic+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1641774.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:06.989864+00:00
31,Pat Spencer,patspencer,2024-2025,G League,SCW,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3464662093706727,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,31.8,,,,,,,24.90566037735849,0.6840251572327044,0.585,,,,,,,,1.0,0,0,,1,6.316569468267581,0.1456978845054316,0.02,4.300000000000001,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630311,https://www.nba.com/stats/player/1630311,https://www.google.com/search?q=%22Pat+Spencer%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630311,,https://www.google.com/search?q=%22Pat+Spencer%22+%22G+League%22+official+basketball+stats,Pat Spencer G League basketball highlights,https://www.youtube.com/results?search_query=Pat+Spencer+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Pat+Spencer+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Pat+Spencer+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2021-2022,gleague_nba_api,G League,1630311.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:06.989864+00:00
32,Jaylen Nowell,jaylennowell,2024-2025,G League,CCG,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3424862458310585,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,34.7,,,,,,,24.899135446685875,0.5862824207492795,0.662,,,,,,,,1.0,0,0,,1,2.447522543460068,-0.0486996581037671,0.1009999999999999,6.800000000000004,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1629669,https://www.nba.com/stats/player/1629669,https://www.google.com/search?q=%22Jaylen+Nowell%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1629669,,https://www.google.com/search?q=%22Jaylen+Nowell%22+%22G+League%22+official+basketball+stats,Jaylen Nowell G League basketball highlights,https://www.youtube.com/results?search_query=Jaylen+Nowell+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jaylen+Nowell+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Jaylen+Nowell+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2019-2020,gleague_nba_api,G League,1629669.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:06.989864+00:00
33,Malachi Flynn,malachiflynn,2024-2025,G League,AUS,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3424036275222582,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,32.6,,,,,,,24.95705521472393,0.5801226993865031,0.67,,,,,,,,1.0,0,0,,1,13.707055214723932,0.0941851993865032,0.31,7.0,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630201,https://www.nba.com/stats/player/1630201,https://www.google.com/search?q=%22Malachi+Flynn%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630201,,https://www.google.com/search?q=%22Malachi+Flynn%22+%22G+League%22+official+basketball+stats,Malachi Flynn G League basketball highlights,https://www.youtube.com/results?search_query=Malachi+Flynn+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Malachi+Flynn+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Malachi+Flynn+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2020-2021,gleague_nba_api,G League,1630201.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:06.997001+00:00
34,Jared Harper,jaredharper,2024-2025,EuroCup,Hapoel Jerusalem Basketball Club,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.3334719390500775,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,30.49351851851852,,,,,,,26.91719551817326,0.6487936112713693,0.664,,,,,,,,1.0,0,0,,1,8.319654194907915,0.0796845362679159,0.138,14.039730639730642,,,,,,,,,,,,,,https://www.google.com/search?q=%22Jared+Harper%22+%22EuroCup%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Jared+Harper%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Jared+Harper%22,Jared Harper EuroCup basketball highlights,https://www.youtube.com/results?search_query=Jared+Harper+EuroCup+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jared+Harper+EuroCup+basketball+highlights,https://www.youtube.com/results?search_query=Jared+Harper+EuroCup+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2019-2020,gleague_nba_api,G League,,,,,,,,,
35,Eugene Omoruyi,eugeneomoruyi,2024-2025,G League,RAP,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3301249172965428,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,27.4,,,,,,,23.124087591240883,0.6544525547445256,0.604,,,,,,,,1.0,0,0,,1,1.117443072968463,0.0612299633823992,-0.007,-2.700000000000003,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630647,https://www.nba.com/stats/player/1630647,https://www.google.com/search?q=%22Eugene+Omoruyi%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630647,,https://www.google.com/search?q=%22Eugene+Omoruyi%22+%22G+League%22+official+basketball+stats,Eugene Omoruyi G League basketball highlights,https://www.youtube.com/results?search_query=Eugene+Omoruyi+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Eugene+Omoruyi+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Eugene+Omoruyi+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2022-2023,gleague_nba_api,G League,1630647.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:06.999007+00:00
